Original Text,Translated Text,Character Count
Nasabah dan pemegang User ID lain yang ditunjuk Nasabah wajib untuk tidak meninggalkan terminal yang digunakan untuk mengakses myBCA Bisnis dalam keadaan aktif (logon) dan harus senantiasa melakukan logout atas myBCA Bisnis setiap kali Nasabah atau pemegang User ID meninggalkan terminal.,客戶及其他由客戶指定的使用者 ID 持有人不得在活動狀態（登入）下離開用於存取 myBCA 商業的終端機，且每次客戶或使用者 ID 持有人離開終端機時，必須登出 myBCA 商業。,288
"Nasabah dan pemegang User ID lainnya wajib mengamankan User ID, KeyBCA, dan PIN KeyBCA dengan cara:",客户和其他用户 ID 持有人必须通过以下方式确保其用户 ID、KeyBCA 和 KeyBCA PIN 码的安全：,99
"tidak memberitahukan User ID, PIN KeyBCA, dan KeyBCA Response kepada pihak lain;",不向其他方透露用户 ID、KeyBCA 密码和 KeyBCA 回复；,80
"tidak menuliskan User ID, PIN KeyBCA, dan KeyBCA Response pada meja, terminal, atau menyimpannya dalam bentuk tertulis atau pada aplikasi komputer atau sarana penyimpanan lainnya yang memungkinkan untuk diketahui oleh orang lain;",不得将用户 ID、KeyBCA 密码和 KeyBCA 响应写在桌子上、终端机上，或以书面形式或在计算机应用程序或其他存储设备上存储，以免他人知晓；,229
"menggunakan User ID, PIN KeyBCA, dan KeyBCA Response dengan hati-hati agar tidak terlihat oleh orang lain;",谨慎使用您的用户 ID、KeyBCA 密码和 KeyBCA 回复，以免他人看到；,106
"tidak menggunakan PIN KeyBCA yang diberikan oleh orang lain atau yang mudah diterka seperti tanggal lahir atau kombinasinya, dan nomor telepon.",不要使用他人提供的或容易被猜到的 KeyBCA PIN 码，如出生日期或其组合以及电话号码。,143
"Segala akibat yang timbul atas penyalahgunaan Corporate ID, User ID, dan KeyBCA menjadi tanggung jawab Nasabah sepenuhnya. Nasabah dengan ini membebaskan BCA dari segala gugatan, tuntutan, dan/atau tindakan hukum lainnya dalam bentuk apa pun yang timbul, baik dari pihak lain maupun dari Nasabah sendiri, sebagai akibat penyalahgunaan Corporate ID, User ID, dan KeyBCA tersebut.",因滥用企业 ID、用户 ID 和 KeyBCA 而产生的所有后果均由客户自行承担。客户特此免除 BCA 因滥用企业 ID、用户 ID 和 KeyBCA 而导致的任何形式的索赔、要求和/或其他法律行动，无论是来自其他方还是来自客户本身。,378
"User ID bersifat permanen. Bila Nasabah ingin mengganti User ID maka Nasabah harus mengajukan penghapusan User ID lama, termasuk penghapusan koneksi KeyBCA yang terhubung ke User ID tersebut, dan mengajukan pembuatan User ID dan KeyBCA yang baru (jika diperlukan) dengan memenuhi persyaratan yang berlaku di BCA.",用户ID是永久性的。如果客户希望更改用户 ID，则必须申请删除旧的用户 ID，包括删除与用户 ID 相连的 KeyBCA 连接，并通过满足 BCA 的适用要求申请创建新的用户 ID 和 KeyBCA（如果需要）。,312
Pembuatan User ID harus bersifat unik dan tidak boleh sama dengan User ID lain.,创建的用户 ID 必须是唯一的，不能与其他用户 ID 相同。,79
Nomor handphone dan alamat email yang telah digunakan oleh satu User tidak dapat digunakan kembali oleh User yang berbeda.,一个用户使用过的手机号码和电子邮件地址不能被另一个用户重复使用。,122
"Nasabah bertanggung jawab sepenuhnya terhadap semua instruksi transaksi yang terjadi berdasarkan penggunaan Corporate ID, User ID, PIN KeyBCA, dan/atau KeyBCA Response.",客户对使用企业 ID、用户 ID、KeyBCA PIN 和/或 KeyBCA 回复所产生的所有交易指示负全部责任。,168
"Nasabah wajib untuk segera memberitahukan kepada BCA apabila User ID, PIN KeyBCA, dan KeyBCA Response telah diketahui oleh pihak lain. Segala instruksi transaksi berdasarkan penggunaan User ID, PIN KeyBCA, dan KeyBCA Response yang terjadi sebelum pejabat/petugas yang berwenang dari BCA menerima pemberitahuan tersebut secara tertulis merupakan tanggung jawab Nasabah sepenuhnya.",如果用户ID、KeyBCA密码和KeyBCA回复被其他方知悉，客户有义务立即通知BCA。在 BCA 授权官员/职员收到书面通知之前，所有基于用户 ID、KeyBCA PIN 和 KeyBCA Response 的交易指示均由客户自行负责。,379
Penggunaan KeyBCA dan KeyBCA Response mempunyai kekuatan hukum yang sama dengan perintah tertulis yang ditandatangani oleh pemegang KeyBCA.,使用 KeyBCA 和 KeyBCA 响应与 KeyBCA 持有人签署的书面指令具有同等法律效力。,139
I. KeyBCA,I.关键BCA,9
Setiap pemegang,每个持有人,15
User ID,用户 ID,7
harus mempunyai KeyBCA dalam bentuk Hard Token yang berbentuk fisik dan diserahkan oleh BCA kepada Nasabah/pemegang,必须拥有由 BCA 提交给客户/持有人的实物硬令牌形式的 KeyBCA,115
User ID.,用户 ID。,8
Nasabah dapat menggunakan KeyBCA baru atau KeyBCA yang telah dimiliki oleh Nasabah untuk melakukan transaksi melalui myBCA Bisnis.,客户可以使用新的 KeyBCA 或客户已经拥有的 KeyBCA 通过 myBCA Business 进行交易。,130
KeyBCA berbentuk Hard Token merupakan milik BCA dan harus dikembalikan kepada BCA jika diminta oleh BCA.,硬令牌形式的 KeyBCA 属于 BCA 财产，如果 BCA 要求，必须归还 BCA。,104
KeyBCA hanya boleh digunakan oleh pemegang KeyBCA dan tidak dapat dipindahtangankan dengan cara apa pun juga.,KeyBCA 只能由 KeyBCA 持有人使用，不得以任何方式转让。,109
KeyBCA tidak dapat dipergunakan untuk tujuan-tujuan lain selain untuk transaksi-transaksi yang telah ditentukan oleh BCA.,除 BCA 确定的交易外，KeyBCA 不得用于其他目的。,121
BCA akan memberikan nomor sandi pribadi/,BCA 将提供一个个性化的密码号码/,40
Personal Identification Number,个人身份证号码,30
(PIN) untuk tiap-tiap KeyBCA berbentuk Hard Token kepada pemegang KeyBCA yang harus diganti oleh pemegang KeyBCA pada saat KeyBCA diterima oleh pemegang KeyBCA.,(PIN) 的形式发送给密钥BCA 持有人，密钥BCA 持有人在收到密钥BCA 时必须替换该硬令牌。,160
"Semua transaksi yang dilakukan dengan mempergunakan KeyBCA, baik dipergunakan dengan atau tanpa sepengetahuan pemegang KeyBCA dalam bentuk apa pun menjadi tanggung jawab penuh pemegang KeyBCA dan Nasabah.",所有使用 KeyBCA 进行的交易，无论是在 KeyBCA 持有人知情或不知情的情况下以任何形式使用，均由 KeyBCA 持有人和客户承担全部责任。,204
Untuk penghapusan,删除,17
User ID,用户 ID,7
", Nasabah dapat melakukan penghapusan",客户可以进行删除,37
User ID,用户 ID,7
melalui myBCA Bisnis atau mengisi Formulir myBCA Bisnis atau dokumen lain sebagaimana ditentukan oleh BCA serta menyerahkan KeyBCA yang terkoneksi ke,通过 myBCA Bisnis 或填写 myBCA Bisnis 表格或 BCA 决定的其他文件，并提交与以下内容相连的 KeyBCA,149
User ID,用户 ID,7
tersebut ke Kantor Cabang BCA sesuai ketentuan yang berlaku di BCA dengan dilengkapi dokumen-dokumen sesuai dengan ketentuan yang berlaku di BCA.,根据《巴塞尔公约》的适用规定，向巴塞尔公约办事处提交符合《巴塞尔公约》适用规定的文件。,145
Untuk penghapusan koneksi KeyBCA dengan,用于移除 KeyBCA 连接,39
User ID,用户 ID,7
", jika hanya ada 1 (satu)",如果只有一个,25
User ID,用户 ID,7
yang terkoneksi ke KeyBCA dan hak akses pemegang,连接到 KeyBCA 的用户，以及该用户的访问权限。,48
User ID,用户 ID,7
tersebut dihapus maka KeyBCA yang terkait dengan,删除，那么与,48
User ID,用户 ID,7
yang dihapus tersebut tidak lagi dapat digunakan.,删除后就不能再使用了。,49
Jika terdapat lebih dari 1 (satu),如果超过 1（个）,33
User ID,用户 ID,7
"yang terkoneksi ke suatu KeyBCA, maka",则,37
User ID,用户 ID,7
yang pertama kali didaftarkan ke KeyBCA tersebut akan menjadi,首先注册到 KeyBCA 的将成为,61
User ID,用户 ID,7
Jika,如果,4
User ID,用户 ID,7
"utama dihapus, maka penghapusan",则删除,31
User ID,用户 ID,7
utama dalam KeyBCA tersebut mengakibatkan koneksi seluruh,在密钥BCA 中的密钥导致连接所有,57
User ID,用户 ID,7
lainnya ke KeyBCA tersebut dihapus. Jika,则删除该 KeyBCA。如果,40
User ID,用户 ID,7
yang dihapus bukan,而不是,18
User ID,用户 ID,7
"utama, maka KeyBCA tetap dapat digunakan dengan menggunakan",则仍可使用 KeyBCA，方法是使用,59
User ID,用户 ID,7
lainnya yang terkoneksi dengan KeyBCA tersebut.,与 KeyBCA 相连的其他设备。,47
Setiap keluhan dan/atau sanggahan dari pemegang KeyBCA harus disampaikan kepada BCA dalam waktu selambat-lambatnya 3 (tiga) bulan terhitung sejak tanggal transaksi dilakukan.,KeyBCA 持有人的任何投诉和/或异议必须在交易之日起 3（三）个月内提交 BCA。,174
"BCA berhak untuk memblokir, membatalkan, menarik, atau memperbaharui KeyBCA dalam bentuk apa pun, bilamana pemegang KeyBCA tidak lagi memenuhi ketentuan-ketentuan yang berlaku bagi pemegang KeyBCA.",BCA 保留在 KeyBCA 持有人不再符合适用于 KeyBCA 持有人的条件时，以任何形式阻止、取消、撤销或更新 KeyBCA 的权利。,197
Apabila KeyBCA berbentuk Hard Token tidak diambil di Kantor Cabang BCA atau tidak berhasil terkirim ke alamat Nasabah karena alasan apa pun dalam jangka waktu 30 (tiga puluh) hari kalender sejak pengajuan maka KeyBCA tersebut akan tetap menjadi milik BCA dan BCA tetap berhak mengenakan biaya administrasi atas KeyBCA tersebut kepada Nasabah. BCA berhak untuk menghapus myBCA Bisnis (untuk pengajuan myBCA Bisnis pertama kali) dan/atau menghapus,如果硬令牌形式的KeyBCA在提交后30（三十）个日历日内未在BCA分支机构领取或因任何原因未成功发送到客户地址，则KeyBCA将仍然是BCA的财产，BCA保留向客户收取KeyBCA管理费的权利。BCA 保留删除 myBCA Bisnis（对于首次提交的 myBCA Bisnis）和/或删除的权利。,445
User ID,用户 ID,7
myBCA Bisnis yang terkait dengan KeyBCA tersebut.,与该 KeyBCA 关联的 myBCA 业务。,49
Apabila pengambilan KeyBCA di Kantor Cabang BCA dilakukan oleh pihak lain selain Nasabah maka pihak lain tersebut harus menyerahkan surat kuasa pengambilan KeyBCA yang telah ditandatangani oleh Nasabah.,如果在 BCA 分行领取 KeyBCA 的是客户以外的其他方，则其他方必须提交经客户签署的 KeyBCA 领取授权书。,202
Setiap penggunaan KeyBCA menjadi tanggung jawab pemegang KeyBCA dan Nasabah. Penggunaan KeyBCA yang dilakukan setelah meninggalnya pemegang KeyBCA (jika ada) menjadi tanggung jawab dari ahli waris yang sah dari pemegang KeyBCA dan/atau Nasabah.,每次使用 KeyBCA 都是 KeyBCA 持有人和客戶的責任。在钥匙本卡持有人死亡后（如果有），钥匙本卡的使用由钥匙本卡持有人和/或客户的法定继承人负责。,244
Penggunaan KeyBCA tunduk pada ketentuan-ketentuan dan peraturan-peraturan yang berlaku di BCA serta ketentuan-ketentuan yang mengatur semua layanan/fasilitas dan transaksi yang dicakup oleh KeyBCA. BCA berhak untuk mengubah ketentuan-ketentuan tersebut yang akan diberitahukan oleh BCA kepada Nasabah dalam bentuk dan melalui sarana apa pun sesuai ketentuan hukum yang berlaku.,使用KeyBCA须遵守适用于BCA的规定和条例，以及KeyBCA涵盖的所有服务/设施和交易的规定。BCA有权更改这些规定，并根据适用的法律规定以任何形式和任何方式通知客户。,377
"J. Pemblokiran KeyBCA, User ID, dan Corporate ID",J. KeyBCA、用户 ID 和公司 ID 封锁,48
KeyBCA akan diblokir apabila:,如果出现以下情况，KeyBCA 将被阻止,29
"terjadi kesalahan dalam memasukkan PIN KeyBCA sebanyak 3 (tiga) kali
        berturut-turut; dan/atau","连续 3 次输入 KeyBCA PIN 码出现错误；和/或
        和/或",101
dilaporkan rusak atau hilang oleh Nasabah.,客户报告的损坏或丢失。,42
"Nasabah dapat mengajukan permohonan penggantian KeyBCA kepada BCA sesuai
    dengan prosedur yang berlaku di BCA.","客户可根据以下规定向 BCA 申请更换 KeyBCA
    BCA 的适用程序。",113
User ID,用户 ID,7
"akan diblokir apabila terjadi kesalahan dalam memasukkan
    KeyBCA Response sebanyak 3 (tiga) kali berturut-turut pada saat melakukan
    transaksi maupun","如果输入错误，将被阻止。
    進行交易時，如果連續 3 次錯誤輸入 ""KeyBCA 回應 ""或
    交易或",155
login,登录,5
"dengan menggunakan KeyBCA. Untuk mengajukan
    pembukaan blokir","使用 KeyBCA。申请
    解锁",64
User ID,用户 ID,7
tersebut:,是的：,9
untuk,至,5
User ID,用户 ID,7
"dengan peran Sysadmin, Nasabah dapat mengajukan
        permohonan pembukaan blokir","客户可以以系统管理员的身份提交
        请求解锁",83
User ID,用户 ID,7
"tersebut di atas ke Kantor
        Cabang BCA sesuai dengan prosedur yang berlaku di BCA.","根据 BCA 的适用程序，将上述文件提交 BCA 分局。
        根据巴塞尔公约管理局的适用程序，向该局分局提出申请。",89
untuk,至,5
User ID,用户 ID,7
"dengan peran selain Sysadmin, permohonan
        pembukaan pemblokiran dapat disampaikan melalui myBCA Bisnis oleh:","非系统管理员角色的用户，可通过 myBCA Business
        可通过以下方式通过 myBCA Business 提交解封请求：",115
pemegang,持有人,8
User ID,用户 ID,7
dengan peran Sysadmin,具有系统管理员角色,21
Maker,制造商,5
"untuk
            selanjutnya disetujui oleh Sysadmin","为
            系统管理员进一步批准",53
Releaser,发布者,8
; atau,或,6
pemegang,持有人,8
User ID,用户 ID,7
"yang terblokir secara mandiri melalui
            fitur Buka Blokir yang terdapat di halaman","通过
            上的 ""解封 ""功能进行独立封堵。",92
login,登录,5
"myBCA
            Bisnis untuk selanjutnya disetujui oleh Sysadmin","myBCA
            业务有待系统管理员进一步批准",66
